0 0 
0.00314159 0 
0.00628319 0 
0.00942478 0 
0.0125664 0 
0.015708 0 
0.0188496 0 
0.0219911 0 
0.0251327 0 
0.0282743 0 
0.0314159 0 
0.0345575 0 
0.0376991 0 
0.0408407 0 
0.0439823 0 
0.0471239 0 
0.0502655 0 
0.0534071 0 
0.0565487 0 
0.0596903 0 
0.0628319 0 
0.0659734 0 
0.069115 0 
0.0722566 0 
0.0753982 0 
0.0785398 0 
0.0816814 0 
0.084823 0 
0.0879646 0 
0.0911062 0 
0.0942478 0 
0.0973894 0 
0.100531 0 
0.103673 0 
0.106814 0 
0.109956 0 
0.113097 0 
0.116239 0 
0.119381 0 
0.122522 0 
0.125664 0 
0.128805 0 
0.131947 0 
0.135088 0 
0.13823 0 
0.141372 0 
0.144513 0 
0.147655 0 
0.150796 0 
0.153938 0 
0.15708 0 
0.160221 0 
0.163363 0 
0.166504 0 
0.169646 0 
0.172788 0 
0.175929 0 
0.179071 0 
0.182212 0 
0.185354 0 
0.188496 0 
0.191637 0 
0.194779 0 
0.19792 0 
0.201062 0 
0.204204 0 
0.207345 0 
0.210487 0 
0.213628 0 
0.21677 0 
0.219911 0 
0.223053 0 
0.226195 0 
0.229336 0 
0.232478 0 
0.235619 0 
0.238761 0 
0.241903 0 
0.245044 0 
0.248186 0 
0.251327 0 
0.254469 0 
0.257611 0 
0.260752 0 
0.263894 0 
0.267035 0 
0.270177 0 
0.273319 0 
0.27646 0 
0.279602 0 
0.282743 0 
0.285885 0 
0.289027 0 
0.292168 0 
0.29531 0 
0.298451 0 
0.301593 0 
0.304734 0 
0.307876 0 
0.311018 0 
0.314159 0 
0.317301 0 
0.320442 0 
0.323584 0 
0.326726 0 
0.329867 0 
0.333009 0 
0.33615 0 
0.339292 0 
0.342434 0 
0.345575 0 
0.348717 0 
0.351858 0 
0.355 0 
0.358142 0 
0.361283 0 
0.364425 0 
0.367566 0 
0.370708 0 
0.37385 0 
0.376991 0 
0.380133 0 
